ID Nummer,Vorname,Nachname,Schichtverfügbarkeit,Qualifikationen,Überstunden,Schichtpräferenz,Einstellungsdatum,Entlassungsdatum,Gemischtwarenladen
ID53858,Candice,Garrett,Nachmittagsschicht,Aushilfe,NEIN,JA,04/07/2017,15/05/2018,8
ID39344,Bibi,Yoder,Morgenschicht,Reinigungskraft,JA,JA,09/07/2017,20/02/2018,4
ID94939,Matteo,Robinson,Nachmittagsschicht,Verkäufer,NEIN,JA,12/07/2017,28/10/2017,4
ID42084,Maisey,Osborne,Nachmittagsschicht,Aushilfe,JA,JA,13/07/2017,30/09/2018,4
ID74508,Angelica,Bullock,Nachmittagsschicht,Reinigungskraft,NEIN,JA,13/07/2017,22/12/2017,3
ID44691,Zakariya,Vang,Nachmittagsschicht,Reinigungskraft,NEIN,JA,14/07/2017,20/01/2018,2
ID13063,Zahraa,Page,Morgenschicht,Verkäufer,JA,JA,18/07/2017,28/08/2018,4
ID80720,Maximilian,Herman,Morgenschicht,Aushilfe,JA,JA,25/07/2017,01/12/2017,5
ID98846,Aayan,Merritt,Morgenschicht,Reinigungskraft,JA,JA,30/07/2017,11/04/2018,1
ID10230,Molly,Schaefer,Morgenschicht,Verkäufer,JA,JA,01/08/2017,31/01/2018,1
ID94572,Elin,Valenzuela,Nachmittagsschicht,Aushilfe,JA,JA,02/08/2017,25/01/2018,3
ID77087,Bryan,Harrison,Morgenschicht,Verkäufer,NEIN,JA,03/08/2017,27/04/2018,2
ID66523,Darius,Smith,Morgenschicht,Verkäufer,JA,JA,04/08/2017,24/01/2018,1
ID57860,Miriam,Oliver,Morgenschicht,Reinigungskraft,NEIN,JA,05/08/2017,25/10/2017,7
ID87359,Kamil,Archer,Morgenschicht,Verkäufer,NEIN,JA,08/08/2017,14/08/2019,6
ID43965,Gianluca,Casey,Nachmittagsschicht,Reinigungskraft,JA,JA,10/08/2017,30/12/2017,1
ID37281,Luis,Stanton,Morgenschicht,Reinigungskraft,JA,NEIN,10/08/2017,25/11/2017,6
ID11959,Callie,Keller,Morgenschicht,Reinigungskraft,NEIN,NEIN,11/08/2017,04/10/2017,1
ID95416,Bridget,Yates,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,16/08/2017,07/11/2017,8
ID79746,Wilma,Holloway,Nachmittagsschicht,Verkäufer,NEIN,JA,17/08/2017,09/01/2018,5
ID88335,Rebekah,Mora,Morgenschicht,Verkäufer,NEIN,JA,18/08/2017,03/06/2018,6
ID37745,Mikey,Osborne,Morgenschicht,Verkäufer,NEIN,JA,19/08/2017,08/12/2018,5
ID88732,Milan,Pham,Morgenschicht,Reinigungskraft,NEIN,NEIN,21/08/2017,28/09/2017,7
ID37715,Alejandro,Gilmore,Nachmittagsschicht,Verkäufer,NEIN,JA,22/08/2017,26/05/2018,6
ID63715,Gabriella,Conley,Nachmittagsschicht,Verkäufer,NEIN,NEIN,29/08/2017,19/02/2018,2
ID34873,Wayne,Mooney,Nachmittagsschicht,Verkäufer,JA,JA,30/08/2017,06/05/2019,7
ID13557,Ayub,Hewitt,Nachmittagsschicht,Verkäufer,NEIN,JA,30/08/2017,20/09/2018,2
ID23425,Otis,Church,Nachmittagsschicht,Aushilfe,NEIN,JA,02/09/2017,21/11/2017,3
ID31225,Dominik,Alexander,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,04/09/2017,25/10/2017,3
ID11155,Aurora,Marshall,Nachmittagsschicht,Reinigungskraft,JA,JA,08/09/2017,27/03/2018,3
ID14172,Arman,Leblanc,Morgenschicht,Verkäufer,NEIN,NEIN,08/09/2017,23/12/2017,5
ID66652,Kathleen,Nunez,Morgenschicht,Reinigungskraft,JA,JA,12/09/2017,07/02/2018,6
ID37293,Archibald,Sutherland,Morgenschicht,Verkäufer,JA,JA,13/09/2017,29/04/2018,5
ID98952,Niall,Riggs,Morgenschicht,Verkäufer,JA,JA,17/09/2017,04/11/2018,8
ID36788,Madeline,Friedman,Morgenschicht,Verkäufer,NEIN,JA,18/09/2017,21/07/2018,1
ID51375,Claude,Harrell,Nachmittagsschicht,Verkäufer,NEIN,JA,23/09/2017,07/02/2018,7
ID44661,Kelly,Barry,Morgenschicht,Reinigungskraft,NEIN,NEIN,28/09/2017,30/10/2017,3
ID40223,Vinny,Ochoa,Nachmittagsschicht,Aushilfe,NEIN,JA,01/10/2017,09/05/2019,4
ID65639,Summer,Cline,Morgenschicht,Verkäufer,JA,JA,02/10/2017,23/06/2018,2
ID28941,Cole,Mcgee,Morgenschicht,Aushilfe,NEIN,JA,04/10/2017,14/09/2018,1
ID47239,Anika,Cline,Nachmittagsschicht,Verkäufer,NEIN,NEIN,06/10/2017,02/02/2018,6
ID53723,Harriet,Anderson,Nachmittagsschicht,Reinigungskraft,NEIN,JA,10/10/2017,12/04/2018,8
ID11839,Umair,Levine,Morgenschicht,Reinigungskraft,JA,JA,11/10/2017,30/01/2018,2
ID56260,Katy,Fox,Nachmittagsschicht,Verkäufer,JA,NEIN,11/10/2017,18/01/2018,2
ID59118,Nellie,Dickson,Nachmittagsschicht,Verkäufer,JA,JA,11/10/2017,12/08/2018,4
ID99680,Omer,Mercado,Morgenschicht,Verkäufer,NEIN,JA,13/10/2017,21/04/2018,4
ID29436,Maxim,Colon,Morgenschicht,Aushilfe,NEIN,NEIN,16/10/2017,24/01/2018,4
ID60405,Callum,Herman,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,19/10/2017,07/12/2017,5
ID22841,Douglas,Bruce,Morgenschicht,Aushilfe,NEIN,JA,21/10/2017,04/10/2018,6
ID96688,Isabelle,Moore,Nachmittagsschicht,Reinigungskraft,JA,NEIN,21/10/2017,28/12/2017,8
ID93696,Melisa,Welsh,Nachmittagsschicht,Reinigungskraft,NEIN,JA,23/10/2017,06/02/2018,7
ID64528,Duncan,Schwartz,Morgenschicht,Aushilfe,JA,JA,23/10/2017,17/07/2018,5
ID7277,Maksymilian,Oconnell,Morgenschicht,Aushilfe,NEIN,JA,23/10/2017,03/04/2018,3
ID35342,Amir,Roach,Morgenschicht,Verkäufer,NEIN,NEIN,23/10/2017,21/03/2018,5
ID38724,Bernard,Roberts,Morgenschicht,Reinigungskraft,JA,JA,23/10/2017,21/03/2018,3
ID37103,Jordanne,Lamb,Nachmittagsschicht,Aushilfe,JA,JA,26/10/2017,18/07/2018,6
ID32965,Markus,Deleon,Morgenschicht,Aushilfe,NEIN,JA,28/10/2017,11/04/2018,7
ID15375,Ophelia,Pope,Nachmittagsschicht,Verkäufer,JA,JA,29/10/2017,17/12/2018,5
ID39038,Isaac,Hendricks,Morgenschicht,Aushilfe,NEIN,JA,29/10/2017,23/03/2018,5
ID73890,Edwin,House,Nachmittagsschicht,Reinigungskraft,JA,JA,29/10/2017,07/02/2018,8
ID65574,Rahul,Woodard,Nachmittagsschicht,Reinigungskraft,NEIN,JA,03/11/2017,11/06/2018,1
ID41243,Georgiana,Wood,Morgenschicht,Verkäufer,NEIN,NEIN,03/11/2017,09/03/2018,5
ID38886,Jon,Combs,Nachmittagsschicht,Reinigungskraft,JA,JA,05/11/2017,15/05/2018,7
ID93821,Owais,Drake,Morgenschicht,Aushilfe,JA,JA,07/11/2017,03/09/2018,1
ID23794,Kristina,Brandt,Nachmittagsschicht,Verkäufer,NEIN,JA,07/11/2017,16/01/2019,7
ID36546,Antonio,Mccarthy,Morgenschicht,Aushilfe,NEIN,NEIN,11/11/2017,18/12/2017,8
ID38179,Adam,Shannon,Morgenschicht,Verkäufer,JA,NEIN,12/11/2017,24/05/2018,2
ID76361,Dante,Chan,Nachmittagsschicht,Aushilfe,NEIN,NEIN,13/11/2017,15/05/2018,2
ID58653,Esmee,Kaufman,Morgenschicht,Reinigungskraft,NEIN,NEIN,14/11/2017,27/02/2018,5
ID59329,Faris,Baird,Morgenschicht,Aushilfe,NEIN,JA,14/11/2017,22/05/2018,1
ID66886,Nikita,Collier,Morgenschicht,Aushilfe,NEIN,JA,19/11/2017,30/07/2018,2
ID27599,Bibi,Leon,Nachmittagsschicht,Verkäufer,JA,JA,19/11/2017,28/07/2018,2
ID40086,Zac,Reynolds,Nachmittagsschicht,Aushilfe,NEIN,JA,19/11/2017,29/03/2018,8
ID1903,Abbie,Stevenson,Nachmittagsschicht,Verkäufer,NEIN,JA,20/11/2017,14/02/2018,6
ID25375,Michaela,Gallegos,Morgenschicht,Aushilfe,NEIN,NEIN,20/11/2017,29/12/2017,3
ID90322,Eleanor,Ibarra,Nachmittagsschicht,Verkäufer,NEIN,JA,20/11/2017,30/11/2018,5
ID75281,Suzanne,Blanchard,Nachmittagsschicht,Aushilfe,NEIN,JA,26/11/2017,14/06/2018,3
ID33408,Isabel,Fernandez,Nachmittagsschicht,Reinigungskraft,NEIN,JA,26/11/2017,18/06/2018,1
ID56400,Krishan,Dotson,Morgenschicht,Verkäufer,JA,JA,26/11/2017,01/03/2019,3
ID56745,Ismael,Yates,Nachmittagsschicht,Aushilfe,NEIN,JA,27/11/2017,26/03/2019,3
ID63778,Khadija,Atkins,Morgenschicht,Verkäufer,NEIN,NEIN,03/12/2017,04/03/2018,5
ID36205,Ethan,Fletcher,Morgenschicht,Reinigungskraft,NEIN,NEIN,04/12/2017,28/01/2018,1
ID89835,Zubair,Krueger,Nachmittagsschicht,Aushilfe,NEIN,JA,06/12/2017,23/06/2018,1
ID46948,Annabelle,Valenzuela,Nachmittagsschicht,Verkäufer,NEIN,JA,06/12/2017,30/03/2018,8
ID75935,Tabitha,Blevins,Morgenschicht,Verkäufer,NEIN,JA,07/12/2017,24/08/2018,5
ID38658,Dawson,Eaton,Nachmittagsschicht,Reinigungskraft,JA,JA,09/12/2017,16/03/2018,3
ID66894,Kristen,Hines,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,11/12/2017,17/01/2018,7
ID90561,Lee,Potter,Morgenschicht,Verkäufer,JA,JA,16/12/2017,21/01/2019,2
ID28673,Poppy,Levine,Morgenschicht,Reinigungskraft,NEIN,JA,21/12/2017,10/08/2018,4
ID55129,Carrie,O'Doherty,Nachmittagsschicht,Aushilfe,NEIN,JA,23/12/2017,19/02/2019,2
ID66566,Anna,Bates,Morgenschicht,Aushilfe,NEIN,JA,25/12/2017,12/06/2018,6
ID46925,Haroon,Phillips,Nachmittagsschicht,Aushilfe,NEIN,JA,26/12/2017,23/08/2018,7
ID13068,Josef,Hartman,Morgenschicht,Reinigungskraft,JA,NEIN,29/12/2017,28/02/2018,3
ID58404,Rehan,Gaines,Nachmittagsschicht,Aushilfe,NEIN,JA,31/12/2017,13/11/2018,4
ID84324,Fabian,Ross,Morgenschicht,Reinigungskraft,NEIN,JA,02/01/2018,10/04/2018,4
ID71710,Remi,Larsen,Nachmittagsschicht,Verkäufer,NEIN,JA,04/01/2018,19/06/2018,8
ID33562,Cruz,Rhodes,Nachmittagsschicht,Verkäufer,NEIN,JA,04/01/2018,11/11/2018,6
ID49322,Harris,Acosta,Nachmittagsschicht,Aushilfe,NEIN,JA,05/01/2018,04/07/2019,6
ID81377,Malachy,Schwartz,Nachmittagsschicht,Verkäufer,NEIN,NEIN,06/01/2018,21/05/2018,3
ID99876,Felicity,Crane,Morgenschicht,Aushilfe,NEIN,NEIN,08/01/2018,05/04/2018,4
ID21224,Liyana,Orozco,Nachmittagsschicht,Aushilfe,NEIN,NEIN,11/01/2018,19/06/2018,2
ID89710,Frazer,Whitney,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,19/01/2018,13/05/2018,2
ID61639,Tegan,Lam,Morgenschicht,Aushilfe,NEIN,JA,24/01/2018,07/04/2019,3
ID95719,Teddy,Kemp,Morgenschicht,Verkäufer,NEIN,JA,26/01/2018,27/05/2018,2
ID79228,Alexandros,Lawrence,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,26/01/2018,08/04/2018,7
ID75976,Shakira,Parrish,Morgenschicht,Reinigungskraft,NEIN,JA,27/01/2018,18/06/2018,2
ID56596,Hafsah,Rhodes,Morgenschicht,Reinigungskraft,NEIN,NEIN,27/01/2018,02/04/2018,6
ID65164,Jean,Singh,Nachmittagsschicht,Reinigungskraft,JA,NEIN,01/02/2018,06/03/2018,7
ID70293,Mari,Blackwell,Morgenschicht,Aushilfe,JA,JA,04/02/2018,02/12/2018,8
ID80607,Beau,Duran,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,11/02/2018,14/04/2018,4
ID43024,Hector,Dennis,Morgenschicht,Aushilfe,NEIN,NEIN,13/02/2018,13/04/2018,3
ID74711,Katerina,Matthews,Nachmittagsschicht,Reinigungskraft,JA,JA,18/02/2018,08/07/2018,1
ID71087,Miranda,Ramirez,Nachmittagsschicht,Reinigungskraft,NEIN,JA,21/02/2018,25/05/2018,7
ID88331,Tasneem,Rodriguez,Morgenschicht,Verkäufer,JA,JA,23/02/2018,29/10/2018,6
ID24535,Nikolas,Bowers,Nachmittagsschicht,Verkäufer,NEIN,JA,27/02/2018,28/08/2018,2
ID72860,Abu,Stein,Nachmittagsschicht,Aushilfe,NEIN,JA,04/03/2018,12/04/2019,7
ID91267,Khadija,Horne,Morgenschicht,Verkäufer,NEIN,JA,10/03/2018,19/09/2018,8
ID72587,Drew,Moon,Morgenschicht,Reinigungskraft,JA,JA,15/03/2018,30/08/2018,4
ID97303,Antonia,Wallace,Nachmittagsschicht,Verkäufer,NEIN,JA,15/03/2018,31/03/2019,4
ID43180,Jonty,Lawrence,Morgenschicht,Aushilfe,NEIN,NEIN,18/03/2018,07/08/2018,1
ID78750,Eva,Blanchard,Nachmittagsschicht,Reinigungskraft,NEIN,JA,20/03/2018,28/04/2018,2
ID93739,Asa,Davenport,Morgenschicht,Reinigungskraft,JA,NEIN,23/03/2018,16/06/2018,3
ID73811,Charis,Johns,Morgenschicht,Reinigungskraft,NEIN,JA,24/03/2018,31/08/2018,3
ID51956,Elissa,Leon,Morgenschicht,Verkäufer,NEIN,NEIN,24/03/2018,14/05/2018,7
ID38619,Leena,Douglas,Nachmittagsschicht,Reinigungskraft,JA,JA,24/03/2018,25/10/2018,5
ID34727,Saskia,Vang,Nachmittagsschicht,Reinigungskraft,NEIN,JA,26/03/2018,21/07/2018,4
ID44665,Catrin,Mccullough,Morgenschicht,Verkäufer,NEIN,JA,26/03/2018,21/08/2018,6
ID1051,Sapphire,Mills,Morgenschicht,Reinigungskraft,JA,NEIN,30/03/2018,27/04/2018,8
ID55645,Maximilian,Abbott,Morgenschicht,Reinigungskraft,NEIN,JA,31/03/2018,10/07/2018,4
ID49522,Roberta,Freeman,Morgenschicht,Aushilfe,NEIN,JA,01/04/2018,31/05/2019,4
ID10575,Yusra,O'Brien,Nachmittagsschicht,Reinigungskraft,JA,NEIN,01/04/2018,05/07/2018,4
ID86337,Sydney,Mcgee,Morgenschicht,Reinigungskraft,NEIN,NEIN,02/04/2018,06/05/2018,6
ID42903,Lana,Berry,Nachmittagsschicht,Aushilfe,NEIN,JA,03/04/2018,20/06/2019,8
ID78898,Jayden,Allen,Morgenschicht,Aushilfe,JA,JA,03/04/2018,26/02/2019,8
ID79547,Louis,Rivers,Nachmittagsschicht,Reinigungskraft,NEIN,JA,06/04/2018,15/08/2018,8
ID29713,Sulaiman,Haines,Morgenschicht,Verkäufer,JA,JA,07/04/2018,09/12/2018,5
ID63358,Jesse,Daniels,Nachmittagsschicht,Verkäufer,JA,JA,09/04/2018,30/09/2019,1
ID87996,Denzel,Best,Morgenschicht,Aushilfe,NEIN,NEIN,10/04/2018,01/08/2018,3
ID58747,Sumaiya,Wilson,Morgenschicht,Verkäufer,NEIN,JA,12/04/2018,30/01/2019,5
ID42351,Zoe,Mathews,Morgenschicht,Verkäufer,NEIN,JA,13/04/2018,11/11/2018,1
ID86232,Armaan,Fitzpatrick,Nachmittagsschicht,Verkäufer,NEIN,NEIN,16/04/2018,12/07/2018,4
ID44626,Camilla,Mckenzie,Nachmittagsschicht,Verkäufer,NEIN,NEIN,18/04/2018,06/08/2018,2
ID79913,Kimberley,Schultz,Morgenschicht,Aushilfe,JA,JA,18/04/2018,09/07/2019,2
ID92833,Julie,Mclaughlin,Morgenschicht,Verkäufer,NEIN,JA,19/04/2018,07/08/2018,3
ID13447,Omari,Hoover,Morgenschicht,Reinigungskraft,JA,JA,20/04/2018,30/07/2018,8
ID94513,Demi,Gallagher,Morgenschicht,Aushilfe,NEIN,NEIN,21/04/2018,18/07/2018,7
ID17570,Erica,Espinoza,Morgenschicht,Verkäufer,NEIN,JA,22/04/2018,26/01/2019,3
ID43107,Gina,Montes,Nachmittagsschicht,Verkäufer,NEIN,JA,22/04/2018,08/06/2019,1
ID87183,Hector,Dalton,Morgenschicht,Verkäufer,NEIN,JA,23/04/2018,30/09/2019,7
ID67052,Marjorie,Garrett,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,28/04/2018,22/07/2018,5
ID43466,Darragh,Irwin,Morgenschicht,Aushilfe,NEIN,JA,04/05/2018,02/02/2019,2
ID34433,Walter,Watson,Nachmittagsschicht,Verkäufer,JA,JA,08/05/2018,13/03/2019,1
ID51389,Nikodem,Romero,Morgenschicht,Verkäufer,JA,NEIN,12/05/2018,08/08/2018,3
ID35066,Diego,Oconnell,Nachmittagsschicht,Verkäufer,NEIN,JA,14/05/2018,23/09/2018,1
ID81938,Nikita,Franco,Morgenschicht,Reinigungskraft,NEIN,JA,15/05/2018,02/10/2018,7
ID16261,Conor,Doherty,Nachmittagsschicht,Aushilfe,JA,NEIN,18/05/2018,20/09/2018,3
ID8009,Martin,Erickson,Morgenschicht,Reinigungskraft,JA,JA,18/05/2018,15/10/2018,8
ID34951,Philip,Gilbert,Nachmittagsschicht,Aushilfe,NEIN,JA,22/05/2018,09/03/2019,5
ID54524,Brandon,Gamble,Morgenschicht,Verkäufer,JA,JA,23/05/2018,07/09/2019,2
ID11543,Laurie,Hunter,Nachmittagsschicht,Aushilfe,NEIN,JA,23/05/2018,09/01/2019,8
ID81699,Richard,Tanner,Nachmittagsschicht,Aushilfe,NEIN,NEIN,23/05/2018,23/10/2018,4
ID65567,Leo,Hogan,Morgenschicht,Aushilfe,JA,JA,24/05/2018,17/12/2018,8
ID52065,Ada,Frye,Morgenschicht,Aushilfe,NEIN,JA,25/05/2018,29/10/2018,3
ID82912,Hafsah,Marshall,Nachmittagsschicht,Verkäufer,NEIN,JA,28/05/2018,08/08/2019,2
ID90750,Tara,Hutchinson,Nachmittagsschicht,Verkäufer,NEIN,JA,29/05/2018,01/12/2018,7
ID61379,Anjali,Franco,Nachmittagsschicht,Verkäufer,NEIN,JA,04/06/2018,04/05/2019,1
ID42273,Mikayla,Jordan,Nachmittagsschicht,Reinigungskraft,NEIN,JA,05/06/2018,31/10/2018,3
ID49765,Trystan,Huber,Morgenschicht,Reinigungskraft,NEIN,JA,08/06/2018,22/09/2018,3
ID31142,Bailey,Prince,Morgenschicht,Verkäufer,NEIN,NEIN,12/06/2018,06/11/2018,3
ID61014,Eliana,Everett,Morgenschicht,Aushilfe,JA,NEIN,12/06/2018,04/12/2018,3
ID43477,Antonio,Mcclain,Morgenschicht,Verkäufer,JA,JA,18/06/2018,05/06/2020,7
ID73914,Tanya,Bartlett,Morgenschicht,Verkäufer,JA,JA,19/06/2018,26/06/2019,5
ID77717,Suzanne,Mckay,Nachmittagsschicht,Aushilfe,NEIN,JA,19/06/2018,25/09/2018,6
ID64438,Laiba,Gomez,Morgenschicht,Reinigungskraft,NEIN,JA,20/06/2018,09/08/2018,8
ID89318,Sofia,Sheppard,Morgenschicht,Reinigungskraft,NEIN,JA,23/06/2018,18/10/2018,8
ID90606,Felix,Orr,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,25/06/2018,16/09/2018,1
ID98327,Dewi,Santana,Morgenschicht,Reinigungskraft,NEIN,JA,27/06/2018,22/01/2019,2
ID12406,Zachary,Nichols,Morgenschicht,Verkäufer,JA,JA,27/06/2018,24/08/2019,5
ID50917,Keelan,Singh,Morgenschicht,Verkäufer,JA,NEIN,05/07/2018,16/10/2018,3
ID62154,Gareth,Adams,Nachmittagsschicht,Reinigungskraft,JA,JA,05/07/2018,06/12/2018,1
ID82195,Nikita,Ortega,Morgenschicht,Aushilfe,NEIN,JA,05/07/2018,06/06/2019,8
ID72982,Mina,Dillon,Morgenschicht,Reinigungskraft,NEIN,JA,07/07/2018,29/08/2018,6
ID20113,Amaya,Davila,Morgenschicht,Verkäufer,JA,JA,11/07/2018,07/07/2019,4
ID31317,Doris,Quinn,Nachmittagsschicht,Reinigungskraft,NEIN,JA,12/07/2018,12/10/2018,3
ID39385,Mateo,Baldwin,Morgenschicht,Reinigungskraft,NEIN,NEIN,14/07/2018,28/09/2018,8
ID37735,Reuben,Mays,Morgenschicht,Verkäufer,NEIN,NEIN,15/07/2018,29/10/2018,5
ID29551,Marianne,Richmond,Morgenschicht,Aushilfe,NEIN,JA,16/07/2018,02/07/2019,7
ID46597,Elsa,Holland,Morgenschicht,Verkäufer,NEIN,NEIN,18/07/2018,21/01/2019,7
ID70850,Maximilian,Howell,Morgenschicht,Reinigungskraft,NEIN,JA,21/07/2018,20/02/2019,2
ID61097,Stacey,Villanueva,Nachmittagsschicht,Verkäufer,NEIN,JA,24/07/2018,25/10/2019,4
ID39157,Ahmad,Hicks,Nachmittagsschicht,Verkäufer,NEIN,NEIN,25/07/2018,01/12/2018,1
ID47687,Claudia,Barton,Nachmittagsschicht,Aushilfe,NEIN,NEIN,25/07/2018,26/11/2018,7
ID53324,Selina,Coleman,Nachmittagsschicht,Verkäufer,NEIN,NEIN,29/07/2018,29/11/2018,1
ID41217,Leena,Clay,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,29/07/2018,25/09/2018,5
ID18269,Hugo,Nielsen,Morgenschicht,Verkäufer,NEIN,NEIN,01/08/2018,02/11/2018,6
ID94415,Donald,Perez,Nachmittagsschicht,Verkäufer,NEIN,JA,01/08/2018,03/08/2019,6
ID10967,Samir,Hicks,Morgenschicht,Reinigungskraft,NEIN,NEIN,02/08/2018,23/10/2018,4
ID98595,Ruben,Shaw,Morgenschicht,Aushilfe,JA,JA,04/08/2018,07/07/2019,8
ID91555,Ibraheem,Daniels,Nachmittagsschicht,Verkäufer,JA,NEIN,06/08/2018,24/11/2018,3
ID97721,Lily-May,Riley,Morgenschicht,Verkäufer,NEIN,JA,06/08/2018,22/04/2019,1
ID41380,Aamir,Smith,Morgenschicht,Verkäufer,NEIN,NEIN,12/08/2018,11/12/2018,6
ID72250,Malaika,Hooper,Morgenschicht,Verkäufer,NEIN,JA,13/08/2018,26/01/2019,5
ID86781,Gianluca,Vega,Morgenschicht,Aushilfe,JA,JA,15/08/2018,20/07/2019,1
ID85192,Jaya,Lin,Morgenschicht,Verkäufer,NEIN,NEIN,20/08/2018,11/12/2018,6
ID56110,Tahlia,Crosby,Morgenschicht,Verkäufer,NEIN,NEIN,21/08/2018,17/10/2018,5
ID95870,Harold,Cotton,Morgenschicht,Reinigungskraft,JA,NEIN,22/08/2018,22/09/2018,7
ID14304,Danny,Mcgrath,Nachmittagsschicht,Verkäufer,NEIN,NEIN,24/08/2018,04/12/2018,7
ID52524,Ishaan,Shepherd,Nachmittagsschicht,Aushilfe,NEIN,JA,27/08/2018,09/11/2019,7
ID77363,Gemma,Sanders,Nachmittagsschicht,Aushilfe,NEIN,JA,27/08/2018,03/02/2019,3
ID29110,Steven,Mercado,Nachmittagsschicht,Verkäufer,JA,NEIN,31/08/2018,30/11/2018,1
ID32388,Rodney,Miller,Morgenschicht,Verkäufer,JA,JA,31/08/2018,12/02/2020,5
ID71304,Oliver,Mcmillan,Morgenschicht,Aushilfe,NEIN,JA,01/09/2018,14/08/2019,7
ID11239,Kacper,Cruz,Nachmittagsschicht,Verkäufer,JA,JA,03/09/2018,03/02/2019,2
ID93665,Victoria,Michael,Morgenschicht,Aushilfe,NEIN,NEIN,06/09/2018,02/03/2019,1
ID75892,Alina,Barnett,Nachmittagsschicht,Aushilfe,NEIN,JA,06/09/2018,16/02/2019,2
ID12481,Alivia,Meyers,Nachmittagsschicht,Reinigungskraft,NEIN,JA,08/09/2018,01/04/2019,4
ID31230,Flora,Fletcher,Morgenschicht,Reinigungskraft,NEIN,NEIN,14/09/2018,14/10/2018,6
ID39950,Youssef,Blair,Morgenschicht,Aushilfe,JA,JA,24/09/2018,17/01/2019,4
ID15926,Naomi,Collier,Nachmittagsschicht,Aushilfe,NEIN,JA,25/09/2018,22/08/2019,5
ID16729,Kieran,Morse,Nachmittagsschicht,Verkäufer,NEIN,JA,25/09/2018,25/12/2019,8
ID10374,Tanisha,Buckley,Nachmittagsschicht,Reinigungskraft,JA,JA,25/09/2018,09/02/2019,8
ID52266,Marilyn,Cabrera,Morgenschicht,Verkäufer,NEIN,JA,27/09/2018,27/12/2018,4
ID18225,Henrietta,Logan,Nachmittagsschicht,Reinigungskraft,JA,JA,29/09/2018,14/01/2019,6
ID23403,Sonia,Norris,Nachmittagsschicht,Aushilfe,JA,JA,29/09/2018,02/07/2019,6
ID79437,Anas,Lowery,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,30/09/2018,21/12/2018,6
ID11528,Kelsie,Hilton,Morgenschicht,Verkäufer,JA,JA,01/10/2018,06/06/2019,6
ID83233,Jonathan,Rocha,Nachmittagsschicht,Reinigungskraft,NEIN,JA,06/10/2018,29/04/2019,2
ID25769,Connor,Hancock,Nachmittagsschicht,Reinigungskraft,NEIN,JA,06/10/2018,04/01/2019,4
ID47407,Kaden,Small,Morgenschicht,Verkäufer,NEIN,JA,14/10/2018,21/04/2019,3
ID57213,Kyla,Boone,Morgenschicht,Verkäufer,JA,JA,19/10/2018,07/12/2019,3
ID76554,Miah,Mullen,Morgenschicht,Verkäufer,NEIN,JA,20/10/2018,01/07/2019,5
ID33498,Kristian,Pratt,Nachmittagsschicht,Aushilfe,NEIN,JA,21/10/2018,19/02/2019,4
ID78111,Rowan,Turner,Morgenschicht,Verkäufer,NEIN,JA,24/10/2018,30/10/2019,5
ID86603,Sally,Glover,Nachmittagsschicht,Aushilfe,NEIN,NEIN,25/10/2018,19/01/2019,5
ID78288,Sumayyah,Sloan,Nachmittagsschicht,Verkäufer,NEIN,NEIN,27/10/2018,02/02/2019,3
ID27672,Sapphire,Weeks,Morgenschicht,Aushilfe,JA,JA,29/10/2018,08/04/2019,5
ID83377,Moses,Ponce,Morgenschicht,Aushilfe,NEIN,JA,30/10/2018,21/01/2019,2
ID88142,Caiden,Erickson,Morgenschicht,Reinigungskraft,JA,NEIN,01/11/2018,21/11/2018,5
ID90659,Moses,Lewis,Nachmittagsschicht,Reinigungskraft,NEIN,JA,04/11/2018,12/06/2019,3
ID44494,Ellie,Luna,Nachmittagsschicht,Reinigungskraft,NEIN,JA,05/11/2018,09/12/2018,7
ID89657,Herbert,Salazar,Morgenschicht,Verkäufer,JA,JA,06/11/2018,13/04/2020,3
ID16832,Mehmet,Walters,Nachmittagsschicht,Aushilfe,JA,JA,12/11/2018,16/10/2019,1
ID48609,Lachlan,Potts,Nachmittagsschicht,Aushilfe,JA,JA,14/11/2018,29/03/2020,2
ID81086,James,Sutton,Nachmittagsschicht,Verkäufer,NEIN,JA,15/11/2018,04/08/2019,4
ID91407,Elysia,Harding,Nachmittagsschicht,Reinigungskraft,NEIN,JA,17/11/2018,19/03/2019,4
ID34299,Gary,Ashley,Morgenschicht,Verkäufer,NEIN,JA,17/11/2018,28/11/2019,3
ID10143,Jac,Santiago,Morgenschicht,Verkäufer,JA,NEIN,19/11/2018,15/03/2019,6
ID66026,Susie,Haney,Nachmittagsschicht,Verkäufer,NEIN,JA,23/11/2018,30/04/2019,2
ID10224,Wayne,Maddox,Nachmittagsschicht,Aushilfe,JA,NEIN,23/11/2018,25/02/2019,5
